,State,year,Brand and Model,Count
3326,Vermont,2017,BMW 3-Series Plug in,4
3327,Vermont,2017,BMW 5-Series Plug in,9
3328,Vermont,2017,BMW X5,16
3329,Vermont,2017,BMW i3,4
3330,Vermont,2017,BMW i3 REx,16
3331,Vermont,2017,Chevrolet Bolt EV,241
3332,Vermont,2017,Chevrolet Volt,195
3333,Vermont,2017,Chrysler Pacifica,8
3334,Vermont,2017,Ford C-Max Energi,377
3335,Vermont,2017,Ford Focus EV,20
3336,Vermont,2017,Ford Fusion Energi,115
3337,Vermont,2017,GEM NEV,6
3338,Vermont,2017,Honda Clarity Plug In,4
3339,Vermont,2017,Hyundai Sonata Plug In,2
3340,Vermont,2017,Kia Optima Plug In,2
3341,Vermont,2017,Kia Soul EV,8
3342,Vermont,2017,Mercedes GLE55e,2
3343,Vermont,2017,Mini Countryman Plug In,4
3344,Vermont,2017,Mitsubishi i,2
3345,Vermont,2017,Nissan Leaf,399
3346,Vermont,2017,Porsche Cayenne S E-Hybrid,2
3347,Vermont,2017,Smart forTwo EV,12
3348,Vermont,2017,Tesla Model 3,2
3349,Vermont,2017,Tesla Model S,58
3350,Vermont,2017,Tesla Model X,35
3351,Vermont,2017,Toyota Prius Plug-in,84
3352,Vermont,2017,Toyota Prius Prime,249
3353,Vermont,2017,Toyota RAV4 EV,2
3354,Vermont,2017,Volkswagen e-Golf,8
3355,Vermont,2017,Volvo XC60 Plug In,2
3356,Vermont,2017,Volvo XC90 Plug In,24
3357,Vermont,2018,Audi A3 Plug In,4
3358,Vermont,2018,BMW 5-Series Plug in,6
3359,Vermont,2018,BMW X5,10
3360,Vermont,2018,BMW i3,2
3361,Vermont,2018,BMW i3 REx,22
3362,Vermont,2018,Chevrolet Bolt EV,164
3363,Vermont,2018,Chevrolet Spark,3
3364,Vermont,2018,Chevrolet Volt,138
3365,Vermont,2018,Chrysler Pacifica,20
3366,Vermont,2018,Fiat 500e,2
3367,Vermont,2018,Fisker Karma,1
3368,Vermont,2018,Ford C-Max Energi,112
3369,Vermont,2018,Ford Focus EV,8
3370,Vermont,2018,Ford Fusion Energi,116
3371,Vermont,2018,Ford Think Neighbor,2
3372,Vermont,2018,GEM NEV,12
3373,Vermont,2018,Honda Clarity Plug In,137
3374,Vermont,2018,Hyundai Ioniq Plug In,6
3375,Vermont,2018,Jaguar I-Pace,1
3376,Vermont,2018,Kia Niro Plug In,28
3377,Vermont,2018,Kia Optima Plug In,4
3378,Vermont,2018,Kia Soul EV,6
3379,Vermont,2018,Mercedes GLC 350e Hybrid,4
3380,Vermont,2018,Mercedes GLE55e,2
3381,Vermont,2018,Mini Countryman Plug In,20
3382,Vermont,2018,Mitsubishi Outlander Plug In,70
3383,Vermont,2018,Mitsubishi i,2
3384,Vermont,2018,Nissan Leaf,192
3385,Vermont,2018,Smart forTwo EV,8
3386,Vermont,2018,Tesla Model 3,260
3387,Vermont,2018,Tesla Model S,62
3388,Vermont,2018,Tesla Model X,44
3389,Vermont,2018,Toyota Prius Plug-in,51
3390,Vermont,2018,Toyota Prius Prime,279
3391,Vermont,2018,Volkswagen e-Golf,11
3392,Vermont,2018,Volvo XC60 Plug In,8
3393,Vermont,2018,Volvo XC90 Plug In,12
3394,Vermont,2019,BMW i3,1
3395,Vermont,2019,Chevrolet Bolt EV,7
3396,Vermont,2019,Chevrolet Volt,10
3397,Vermont,2019,Ford C-Max Energi,9
3398,Vermont,2019,Ford Fusion Energi,7
3399,Vermont,2019,Honda Clarity Plug In,8
3400,Vermont,2019,Hyundai Ioniq Plug In,2
3401,Vermont,2019,Kia Niro Plug In,3
3402,Vermont,2019,Mercedes GLC 350e Hybrid,1
3403,Vermont,2019,Mitsubishi Outlander Plug In,5
3404,Vermont,2019,Mitsubishi i,1
3405,Vermont,2019,Nissan Leaf,16
3406,Vermont,2019,Smart forTwo EV,1
3407,Vermont,2019,Tesla Model 3,6
3408,Vermont,2019,Tesla Model S,2
3409,Vermont,2019,Tesla Model X,2
3410,Vermont,2019,Toyota Prius Plug-in,4
3411,Vermont,2019,Toyota Prius Prime,26
3412,Vermont,2019,Volkswagen e-Golf,3
3413,Virginia,2002,Ford Think Neighbor,6
3414,Virginia,2003,GEM NEV,3
3415,Virginia,2004,GEM NEV,3
3416,Virginia,2006,GEM NEV,21
3417,Virginia,2007,E-Ride EXV,8
3418,Virginia,2007,GEM NEV,3
3419,Virginia,2009,GEM NEV,3
3420,Virginia,2009,Miles ZX40ST,16
3421,Virginia,2010,GEM NEV,3
3422,Virginia,2010,Miles EV,6
3423,Virginia,2011,Chevrolet Volt,18
3424,Virginia,2011,GEM NEV,12
3425,Virginia,2012,Chevrolet Volt,3
3426,Virginia,2012,GEM NEV,9
3427,Virginia,2013,Ford C-Max Energi,9
3428,Virginia,2013,GEM NEV,19
3429,Virginia,2013,Mitsubishi i,3
3430,Virginia,2014,Chevrolet Volt,3
3431,Virginia,2014,Ford C-Max Energi,1
3432,Virginia,2014,Ford Focus EV,1
3433,Virginia,2014,GEM NEV,16
3434,Virginia,2014,Nissan Leaf,4
3435,Virginia,2014,Tesla Model S,3
3436,Virginia,2014,Tesla Roadster,1
3437,Virginia,2014,Toyota Prius Plug-in,2
3438,Virginia,2015,BMW X5,1
3439,Virginia,2015,BMW i3,4
3440,Virginia,2015,BMW i3 REx,7
3441,Virginia,2015,BMW i8,2
3442,Virginia,2015,Cadillac ELR,1
3443,Virginia,2015,Chevrolet Volt,54
3444,Virginia,2015,Ford C-Max Energi,19
3445,Virginia,2015,Ford Focus EV,4
3446,Virginia,2015,Ford Fusion Energi,12
3447,Virginia,2015,GEM NEV,13
3448,Virginia,2015,Hyundai Sonata Plug In,1
3449,Virginia,2015,Mercedes B-Class Electric,1
3450,Virginia,2015,Nissan Leaf,36
3451,Virginia,2015,Porsche Cayenne S E-Hybrid,1
3452,Virginia,2015,Smart forTwo EV,2
3453,Virginia,2015,Tesla Model S,77
3454,Virginia,2015,Tesla Roadster,5
3455,Virginia,2015,Toyota Prius Plug-in,23
3456,Virginia,2016,Audi A3 Plug In,18
3457,Virginia,2016,Azure Transit Connect,1
3458,Virginia,2016,BMW 3-Series Plug in,7
3459,Virginia,2016,BMW X5,59
3460,Virginia,2016,BMW i3,30
3461,Virginia,2016,BMW i3 REx,102
3462,Virginia,2016,BMW i8,25
3463,Virginia,2016,Cadillac ELR,10
3464,Virginia,2016,Chevrolet Spark,4
3465,Virginia,2016,Chevrolet Volt,525
3466,Virginia,2016,Fiat 500e,2
3467,Virginia,2016,Fisker Karma,3
3468,Virginia,2016,Ford C-Max Energi,200
3469,Virginia,2016,Ford Focus EV,21
3470,Virginia,2016,Ford Fusion Energi,227
3471,Virginia,2016,Ford Think Neighbor,3
3472,Virginia,2016,GEM NEV,60
3473,Virginia,2016,Honda Accord Plug In,2
3474,Virginia,2016,Hyundai Sonata Plug In,3
3475,Virginia,2016,Kia Optima Plug In,2
3476,Virginia,2016,Mercedes B-Class Electric,10
3477,Virginia,2016,Mercedes GLE55e,1
3478,Virginia,2016,Mitsubishi i,7
3479,Virginia,2016,Nissan Leaf,252
3480,Virginia,2016,Porsche Cayenne S E-Hybrid,13
3481,Virginia,2016,Porsche Panamera S E-Hybrid,5
3482,Virginia,2016,Smart forTwo EV,12
3483,Virginia,2016,Smart forTwo EV Cabrio,1
3484,Virginia,2016,Tesla Model S,508
3485,Virginia,2016,Tesla Model X,32
3486,Virginia,2016,Tesla Roadster,17
3487,Virginia,2016,Toyota Prius Plug-in,220
3488,Virginia,2016,Toyota Prius Prime,6
3489,Virginia,2016,Toyota RAV4 EV,3
3490,Virginia,2016,Volkswagen e-Golf,8
3491,Virginia,2016,Volvo XC90 Plug In,35
3492,Virginia,2016,ZAP EV,1
3493,Virginia,2017,Audi A3 Plug In,89
3494,Virginia,2017,BMW 3-Series Plug in,88
3495,Virginia,2017,BMW 5-Series Plug in,66
3496,Virginia,2017,BMW 7-Series Plug in,13
3497,Virginia,2017,BMW X5,270
3498,Virginia,2017,BMW i3,106
3499,Virginia,2017,BMW i3 REx,311
3500,Virginia,2017,BMW i8,49
3501,Virginia,2017,Cadillac ELR,36
3502,Virginia,2017,Chevrolet Bolt EV,292
3503,Virginia,2017,Chevrolet Spark,16
3504,Virginia,2017,Chevrolet Volt,2067
3505,Virginia,2017,Chrysler Pacifica,146
3506,Virginia,2017,E-Ride EXV,4
3507,Virginia,2017,Fiat 500e,31
3508,Virginia,2017,Fisker Karma,14
3509,Virginia,2017,Ford C-Max Energi,747
3510,Virginia,2017,Ford Focus EV,63
3511,Virginia,2017,Ford Fusion Energi,1062
3512,Virginia,2017,Ford Ranger,2
3513,Virginia,2017,GEM NEV,154
3514,Virginia,2017,HINO 195,1
3515,Virginia,2017,Honda Accord Plug In,14
3516,Virginia,2017,Hyundai Sonata Plug In,30
3517,Virginia,2017,Kia Optima Plug In,31
3518,Virginia,2017,Kia Soul EV,29
3519,Virginia,2017,Mercedes B-Class Electric,24
3520,Virginia,2017,Mercedes C350e Plug In,3
3521,Virginia,2017,Mercedes GLE55e,13
3522,Virginia,2017,Mercedes S550e,9
3523,Virginia,2017,Miles EV,1
3524,Virginia,2017,Miles ZX40ST,2
3525,Virginia,2017,Mini Countryman Plug In,16
3526,Virginia,2017,Mitsubishi i,22
3527,Virginia,2017,Nissan Leaf,1075
3528,Virginia,2017,Porsche Cayenne S E-Hybrid,85
3529,Virginia,2017,Porsche Panamera S E-Hybrid,24
3530,Virginia,2017,Smart forTwo EV,83
3531,Virginia,2017,Smart forTwo EV Cabrio,20
3532,Virginia,2017,Tesla Model 3,4
3533,Virginia,2017,Tesla Model S,2206
3534,Virginia,2017,Tesla Model X,764
3535,Virginia,2017,Tesla Roadster,23
3536,Virginia,2017,Th!nk City,3
3537,Virginia,2017,Toyota Prius Plug-in,650
3538,Virginia,2017,Toyota Prius Prime,538
3539,Virginia,2017,Toyota RAV4 EV,4
3540,Virginia,2017,Volkswagen e-Golf,28
3541,Virginia,2017,Volvo S90 Plug In,7
3542,Virginia,2017,Volvo XC60 Plug In,10
3543,Virginia,2017,Volvo XC90 Plug In,167
3544,Virginia,2018,Audi A3 Plug In,81
3545,Virginia,2018,Azure Transit Connect,2
3546,Virginia,2018,BMW 3-Series Plug in,82
3547,Virginia,2018,BMW 5-Series Plug in,189
3548,Virginia,2018,BMW 7-Series Plug in,13
3549,Virginia,2018,BMW X5,295
3550,Virginia,2018,BMW i3,166
3551,Virginia,2018,BMW i3 REx,352
3552,Virginia,2018,BMW i8,65
3553,Virginia,2018,Cadillac CT6,3
3554,Virginia,2018,Cadillac ELR,45
3555,Virginia,2018,Chevrolet Bolt EV,593
3556,Virginia,2018,Chevrolet Spark,28
3557,Virginia,2018,Chevrolet Volt,1899
3558,Virginia,2018,Chrysler Pacifica,491
3559,Virginia,2018,E-Ride EXV,4
3560,Virginia,2018,Fiat 500e,41
3561,Virginia,2018,Fisker Karma,11
3562,Virginia,2018,Ford C-Max Energi,703
3563,Virginia,2018,Ford Focus EV,46
3564,Virginia,2018,Ford Fusion Energi,1033
3565,Virginia,2018,Ford Think Neighbor,2
3566,Virginia,2018,GEM NEV,146
3567,Virginia,2018,Honda Accord Plug In,13
3568,Virginia,2018,Honda Clarity BEV,1
3569,Virginia,2018,Honda Clarity Plug In,254
3570,Virginia,2018,Hyundai Ioniq EV,1
3571,Virginia,2018,Hyundai Ioniq Plug In,13
3572,Virginia,2018,Hyundai Sonata Plug In,58
3573,Virginia,2018,Jaguar I-Pace,3
3574,Virginia,2018,Karma Revero,3
3575,Virginia,2018,Kia Niro EV,24
3576,Virginia,2018,Kia Niro Plug In,114
3577,Virginia,2018,Kia Optima Plug In,45
3578,Virginia,2018,Kia Soul EV,42
3579,Virginia,2018,Mercedes B-Class Electric,21
3580,Virginia,2018,Mercedes C350e Plug In,11
3581,Virginia,2018,Mercedes GLC 350e Hybrid,21
3582,Virginia,2018,Mercedes GLE55e,19
3583,Virginia,2018,Mercedes S550e,6
3584,Virginia,2018,Miles ZX40ST,1
3585,Virginia,2018,Mini Countryman Plug In,39
3586,Virginia,2018,Mitsubishi Outlander Plug In,56
3587,Virginia,2018,Mitsubishi i,24
3588,Virginia,2018,Nissan Leaf,1174
3589,Virginia,2018,Porsche Cayenne S E-Hybrid,63
3590,Virginia,2018,Porsche Panamera S E-Hybrid,57
3591,Virginia,2018,Smart forTwo EV,117
3592,Virginia,2018,Smart forTwo EV Cabrio,8
3593,Virginia,2018,Tesla Model 3,3020
3594,Virginia,2018,Tesla Model S,2486
3595,Virginia,2018,Tesla Model X,1056
3596,Virginia,2018,Tesla Roadster,23
3597,Virginia,2018,Toyota Prius Plug-in,671
3598,Virginia,2018,Toyota Prius Prime,947
3599,Virginia,2018,Toyota RAV4 EV,2
3600,Virginia,2018,Volkswagen e-Golf,40
3601,Virginia,2018,Volvo S60 Plug In,3
3602,Virginia,2018,Volvo S90 Plug In,8
3603,Virginia,2018,Volvo XC60 Plug In,98
3604,Virginia,2018,Volvo XC90 Plug In,178
3605,Virginia,2018,ZAP EV,1
3606,Virginia,2019,Audi A3 Plug In,55
3607,Virginia,2019,Audi e-tron,96
3608,Virginia,2019,BMW 3-Series Plug in,73
3609,Virginia,2019,BMW 5-Series Plug in,165
3610,Virginia,2019,BMW 7-Series Plug in,14
3611,Virginia,2019,BMW X5,219
3612,Virginia,2019,BMW i3,177
3613,Virginia,2019,BMW i3 REx,243
3614,Virginia,2019,BMW i8,67
3615,Virginia,2019,Cadillac CT6,2
3616,Virginia,2019,Cadillac ELR,25
3617,Virginia,2019,Chevrolet Bolt EV,472
3618,Virginia,2019,Chevrolet Spark,28
3619,Virginia,2019,Chevrolet Volt,1401
3620,Virginia,2019,Chrysler Pacifica,447
3621,Virginia,2019,E-Ride EXV,1
3622,Virginia,2019,Fiat 500e,40
3623,Virginia,2019,Fisker Karma,8
3624,Virginia,2019,Ford C-Max Energi,520
3625,Virginia,2019,Ford Focus EV,31
3626,Virginia,2019,Ford Fusion Energi,870
3627,Virginia,2019,Ford Ranger,1
3628,Virginia,2019,GEM NEV,118
3629,Virginia,2019,Honda Accord Plug In,9
3630,Virginia,2019,Honda Clarity Plug In,280
3631,Virginia,2019,Hyundai Ioniq EV,35
3632,Virginia,2019,Hyundai Ioniq Plug In,58
3633,Virginia,2019,Hyundai Kona Electric,66
3634,Virginia,2019,Hyundai Sonata Plug In,107
3635,Virginia,2019,Jaguar I-Pace,36
3636,Virginia,2019,Karma Revero,1
3637,Virginia,2019,Kia Niro EV,103
3638,Virginia,2019,Kia Niro Plug In,250
3639,Virginia,2019,Kia Optima Plug In,24
3640,Virginia,2019,Kia Soul EV,27
3641,Virginia,2019,Land Rover Range Rover Plug In,7
3642,Virginia,2019,Mercedes B-Class Electric,22
3643,Virginia,2019,Mercedes C350e Plug In,5
3644,Virginia,2019,Mercedes GLC 350e Hybrid,38
3645,Virginia,2019,Mercedes GLE55e,13
3646,Virginia,2019,Mercedes S550e,4
3647,Virginia,2019,Miles EV,1
3648,Virginia,2019,Miles ZX40ST,2
3649,Virginia,2019,Mini Countryman Plug In,26
3650,Virginia,2019,Mitsubishi Outlander Plug In,63
3651,Virginia,2019,Mitsubishi i,15
3652,Virginia,2019,Nissan Leaf,945
3653,Virginia,2019,Porsche Cayenne S E-Hybrid,114
3654,Virginia,2019,Porsche Panamera S E-Hybrid,45
3655,Virginia,2019,Smart forTwo EV,72
3656,Virginia,2019,Smart forTwo EV Cabrio,7
3657,Virginia,2019,Subaru Crosstrek Hybrid,15
3658,Virginia,2019,Tesla Model 3,5543
3659,Virginia,2019,Tesla Model S,1998
3660,Virginia,2019,Tesla Model X,1040
3661,Virginia,2019,Tesla Roadster,16
3662,Virginia,2019,Th!nk City,2
3663,Virginia,2019,Toyota Prius Plug-in,354
3664,Virginia,2019,Toyota Prius Prime,839
3665,Virginia,2019,Toyota RAV4 EV,3
3666,Virginia,2019,Volkswagen e-Golf,59
3667,Virginia,2019,Volvo S60 Plug In,117
3668,Virginia,2019,Volvo S90 Plug In,11
3669,Virginia,2019,Volvo XC60 Plug In,70
3670,Virginia,2019,Volvo XC90 Plug In,110
3671,Virginia,2019,ZAP EV,1
3672,Washington,2010,Tesla Roadster,77
3673,Washington,2011,Azure Transit Connect,2
3674,Washington,2011,Chevrolet Volt,269
3675,Washington,2011,Mitsubishi i,2
3676,Washington,2011,Nissan Leaf,2086
3677,Washington,2011,Smart forTwo EV,2
3678,Washington,2011,Tesla Roadster,93
3679,Washington,2012,Azure Transit Connect,5
3680,Washington,2012,Chevrolet Volt,1435
3681,Washington,2012,Fisker Karma,30
3682,Washington,2012,Ford C-Max Energi,92
3683,Washington,2012,Ford Focus EV,32
3684,Washington,2012,Mitsubishi i,84
3685,Washington,2012,Nissan Leaf,2525
3686,Washington,2012,Smart forTwo EV,2
3687,Washington,2012,Tesla Model S,78
3688,Washington,2012,Tesla Roadster,85
3689,Washington,2012,Toyota Prius Plug-in,551
3690,Washington,2013,Azure Transit Connect,8
3691,Washington,2013,Chevrolet Volt,2086
3692,Washington,2013,Fiat 500e,2
3693,Washington,2013,Fisker Karma,25
3694,Washington,2013,Ford C-Max Energi,615
3695,Washington,2013,Ford Focus EV,319
3696,Washington,2013,Ford Fusion Energi,370
3697,Washington,2013,Honda Accord Plug In,2
3698,Washington,2013,Mitsubishi i,64
3699,Washington,2013,Nissan Leaf,6474
3700,Washington,2013,Smart forTwo EV,34
3701,Washington,2013,Tesla Model S,2116
3702,Washington,2013,Tesla Roadster,96
3703,Washington,2013,Toyota Prius Plug-in,574
3704,Washington,2013,Toyota RAV4 EV,29
3705,Washington,2014,Azure Transit Connect,8
3706,Washington,2014,BMW i3,189
3707,Washington,2014,BMW i3 REx,183
3708,Washington,2014,BMW i8,10
3709,Washington,2014,Cadillac ELR,46
3710,Washington,2014,Chevrolet Spark,10
3711,Washington,2014,Chevrolet Volt,2671
3712,Washington,2014,Fiat 500e,11
3713,Washington,2014,Fisker Karma,20
3714,Washington,2014,Ford C-Max Energi,976
3715,Washington,2014,Ford Focus EV,394
3716,Washington,2014,Ford Fusion Energi,986
3717,Washington,2014,Honda Accord Plug In,3
3718,Washington,2014,Mercedes B-Class Electric,4
3719,Washington,2014,Mitsubishi i,91
3720,Washington,2014,Nissan Leaf,9125
3721,Washington,2014,Porsche Cayenne S E-Hybrid,4
3722,Washington,2014,Porsche Panamera S E-Hybrid,20
3723,Washington,2014,Smart forTwo EV,137
3724,Washington,2014,Tesla Model S,2212
3725,Washington,2014,Tesla Roadster,78
3726,Washington,2014,Toyota Prius Plug-in,566
3727,Washington,2014,Toyota RAV4 EV,23
3728,Washington,2014,Volkswagen e-Golf,2
3729,Washington,2015,Azure Transit Connect,5
3730,Washington,2015,BMW i3,427
3731,Washington,2015,BMW i3 REx,744
3732,Washington,2015,BMW i8,69
3733,Washington,2015,Cadillac ELR,90
3734,Washington,2015,Chevrolet Spark,24
3735,Washington,2015,Chevrolet Volt,2905
3736,Washington,2015,Fiat 500e,68
3737,Washington,2015,Fisker Karma,19
3738,Washington,2015,Ford C-Max Energi,1194
3739,Washington,2015,Ford Focus EV,399
3740,Washington,2015,Ford Fusion Energi,1102
3741,Washington,2015,Honda Accord Plug In,6
3742,Washington,2015,Hyundai Sonata Plug In,4
3743,Washington,2015,Kia Soul EV,168
3744,Washington,2015,Mercedes B-Class Electric,88
3745,Washington,2015,Mitsubishi i,120
3746,Washington,2015,Nissan Leaf,10588
3747,Washington,2015,Porsche 918 Spyder,3
3748,Washington,2015,Porsche Cayenne S E-Hybrid,33
3749,Washington,2015,Porsche Panamera S E-Hybrid,23
3750,Washington,2015,Smart forTwo EV,141
3751,Washington,2015,Tesla Model S,4112
3752,Washington,2015,Tesla Roadster,80
3753,Washington,2015,Toyota Prius Plug-in,748
3754,Washington,2015,Toyota RAV4 EV,24
3755,Washington,2015,Volkswagen e-Golf,22
3756,Washington,2016,Audi A3 Plug In,348
3757,Washington,2016,Azure Transit Connect,6
3758,Washington,2016,BMW 3-Series Plug in,52
3759,Washington,2016,BMW i3,513
3760,Washington,2016,BMW i3 REx,1160
3761,Washington,2016,BMW i8,88
3762,Washington,2016,Cadillac ELR,108
3763,Washington,2016,Chevrolet Spark,62
3764,Washington,2016,Chevrolet Volt,4167
3765,Washington,2016,Fiat 500e,219
3766,Washington,2016,Fisker Karma,24
3767,Washington,2016,Ford C-Max Energi,1556
3768,Washington,2016,Ford Focus EV,481
3769,Washington,2016,Ford Fusion Energi,1704
3770,Washington,2016,Honda Accord Plug In,4
3771,Washington,2016,Hyundai Sonata Plug In,62
3772,Washington,2016,Kia Soul EV,759
3773,Washington,2016,Mercedes B-Class Electric,79
3774,Washington,2016,Mitsubishi i,129
3775,Washington,2016,Nissan Leaf,12077
3776,Washington,2016,Porsche Cayenne S E-Hybrid,87
3777,Washington,2016,Porsche Panamera S E-Hybrid,28
3778,Washington,2016,Smart forTwo EV,137
3779,Washington,2016,Tesla Model S,4432
3780,Washington,2016,Tesla Model X,1008
3781,Washington,2016,Tesla Roadster,84
3782,Washington,2016,Toyota Prius Plug-in,953
3783,Washington,2016,Toyota Prius Prime,23
3784,Washington,2016,Toyota RAV4 EV,44
3785,Washington,2016,Volkswagen e-Golf,49
3786,Washington,2016,Volvo XC90 Plug In,253
3787,Washington,2017,Audi A3 Plug In,504
3788,Washington,2017,Azure Transit Connect,5
3789,Washington,2017,BMW 3-Series Plug in,213
3790,Washington,2017,BMW 5-Series Plug in,65
3791,Washington,2017,BMW 7-Series Plug in,8
3792,Washington,2017,BMW i3,579
3793,Washington,2017,BMW i3 REx,1232
3794,Washington,2017,BMW i8,62
3795,Washington,2017,Cadillac ELR,84
3796,Washington,2017,Chevrolet Bolt EV,1848
3797,Washington,2017,Chevrolet Spark,142
3798,Washington,2017,Chevrolet Volt,4763
3799,Washington,2017,Chrysler Pacifica,187
3800,Washington,2017,Fiat 500e,616
3801,Washington,2017,Fisker Karma,21
3802,Washington,2017,Ford C-Max Energi,1768
3803,Washington,2017,Ford Focus EV,417
3804,Washington,2017,Ford Fusion Energi,1762
3805,Washington,2017,Honda Accord Plug In,5
3806,Washington,2017,Honda Clarity Plug In,10
3807,Washington,2017,Hyundai Ioniq EV,2
3808,Washington,2017,Hyundai Sonata Plug In,75
3809,Washington,2017,Kia Optima Plug In,98
3810,Washington,2017,Kia Soul EV,1070
3811,Washington,2017,Mercedes B-Class Electric,86
3812,Washington,2017,Mercedes C350e Plug In,3
3813,Washington,2017,Mercedes GLE55e,14
3814,Washington,2017,Mini Countryman Plug In,42
3815,Washington,2017,Mitsubishi i,109
3816,Washington,2017,Nissan Leaf,13661
3817,Washington,2017,Porsche 918 Spyder,1
3818,Washington,2017,Porsche Cayenne S E-Hybrid,136
3819,Washington,2017,Porsche Panamera S E-Hybrid,25
3820,Washington,2017,Smart forTwo EV,290
3821,Washington,2017,Tesla Model 3,34
3822,Washington,2017,Tesla Model S,5836
3823,Washington,2017,Tesla Model X,1737
3824,Washington,2017,Tesla Roadster,67
3825,Washington,2017,Toyota Prius Plug-in,974
3826,Washington,2017,Toyota Prius Prime,781
3827,Washington,2017,Toyota RAV4 EV,68
3828,Washington,2017,Volkswagen e-Golf,125
3829,Washington,2017,Volvo XC60 Plug In,32
3830,Washington,2017,Volvo XC90 Plug In,315
3831,Washington,2018,Audi A3 Plug In,603
3832,Washington,2018,Azure Transit Connect,7
3833,Washington,2018,BMW 3-Series Plug in,214
3834,Washington,2018,BMW 5-Series Plug in,205
3835,Washington,2018,BMW 7-Series Plug in,17
3836,Washington,2018,BMW i3,940
3837,Washington,2018,BMW i3 REx,1420
3838,Washington,2018,BMW i8,88
3839,Washington,2018,Cadillac CT6,23
3840,Washington,2018,Cadillac ELR,113
3841,Washington,2018,Chevrolet Bolt EV,2539
3842,Washington,2018,Chevrolet Spark,222
3843,Washington,2018,Chevrolet Volt,5250
3844,Washington,2018,Chrysler Pacifica,946
3845,Washington,2018,Fiat 500e,743
3846,Washington,2018,Fisker Karma,26
3847,Washington,2018,Ford C-Max Energi,1777
3848,Washington,2018,Ford Focus EV,329
3849,Washington,2018,Ford Fusion Energi,2099
3850,Washington,2018,Honda Accord Plug In,14
3851,Washington,2018,Honda Clarity Plug In,825
3852,Washington,2018,Hyundai Ioniq EV,4
3853,Washington,2018,Hyundai Ioniq Plug In,13
3854,Washington,2018,Hyundai Sonata Plug In,84
3855,Washington,2018,Kia Niro Plug In,376
3856,Washington,2018,Kia Optima Plug In,151
3857,Washington,2018,Kia Soul EV,1181
3858,Washington,2018,Mercedes B-Class Electric,101
3859,Washington,2018,Mercedes C350e Plug In,22
3860,Washington,2018,Mercedes GLC 350e Hybrid,12
3861,Washington,2018,Mercedes GLE55e,40
3862,Washington,2018,Mini Countryman Plug In,154
3863,Washington,2018,Mitsubishi Outlander Plug In,274
3864,Washington,2018,Mitsubishi i,98
3865,Washington,2018,Nissan Leaf,14213
3866,Washington,2018,Porsche 918 Spyder,1
3867,Washington,2018,Porsche Cayenne S E-Hybrid,138
3868,Washington,2018,Porsche Panamera S E-Hybrid,75
3869,Washington,2018,Smart forTwo EV,312
3870,Washington,2018,Smart forTwo EV Cabrio,6
3871,Washington,2018,Tesla Model 3,10011
3872,Washington,2018,Tesla Model S,6408
3873,Washington,2018,Tesla Model X,2732
3874,Washington,2018,Tesla Roadster,66
3875,Washington,2018,Toyota Prius Plug-in,1027
3876,Washington,2018,Toyota Prius Prime,2418
3877,Washington,2018,Toyota RAV4 EV,78
3878,Washington,2018,Volkswagen e-Golf,343
3879,Washington,2018,Volvo XC60 Plug In,195
3880,Washington,2018,Volvo XC90 Plug In,343
3881,Washington,2019,Audi A3 Plug In,3303
3882,Washington,2019,Audi e-tron,492
3883,Washington,2019,Azure Transit Connect,53
3884,Washington,2019,BMW 3-Series Plug in,1119
3885,Washington,2019,BMW 5-Series Plug in,1189
3886,Washington,2019,BMW 7-Series Plug in,87
3887,Washington,2019,BMW X5,2318
3888,Washington,2019,BMW i3,4585
3889,Washington,2019,BMW i3 REx,7003
3890,Washington,2019,BMW i8,620
3891,Washington,2019,Cadillac CT6,97
3892,Washington,2019,Cadillac ELR,559
3893,Washington,2019,Chevrolet Bolt EV,16423
3894,Washington,2019,Chevrolet Spark,1459
3895,Washington,2019,Chevrolet Volt,33227
3896,Washington,2019,Chrysler Pacifica,4962
3897,Washington,2019,Fiat 500e,4134
3898,Washington,2019,Fisker Karma,156
3899,Washington,2019,Ford C-Max Energi,10909
3900,Washington,2019,Ford Focus EV,2135
3901,Washington,2019,Ford Fusion Energi,12130
3902,Washington,2019,Honda Accord Plug In,63
3903,Washington,2019,Honda Clarity Plug In,3721
3904,Washington,2019,Hyundai Ioniq EV,32
3905,Washington,2019,Hyundai Ioniq Plug In,179
3906,Washington,2019,Hyundai Kona Electric,71
3907,Washington,2019,Hyundai Sonata Plug In,448
3908,Washington,2019,Jaguar I-Pace,385
3909,Washington,2019,Kia Niro EV,1138
3910,Washington,2019,Kia Niro Plug In,3112
3911,Washington,2019,Kia Optima Plug In,773
3912,Washington,2019,Kia Soul EV,6009
3913,Washington,2019,Mercedes B-Class Electric,559
3914,Washington,2019,Mercedes C350e Plug In,75
3915,Washington,2019,Mercedes GLC 350e Hybrid,313
3916,Washington,2019,Mercedes GLE55e,174
3917,Washington,2019,Mercedes S550e,22
3918,Washington,2019,Mini Countryman Plug In,910
3919,Washington,2019,Mitsubishi Outlander Plug In,1656
3920,Washington,2019,Mitsubishi i,573
3921,Washington,2019,Nissan Leaf,76313
3922,Washington,2019,Porsche 918 Spyder,7
3923,Washington,2019,Porsche Cayenne S E-Hybrid,918
3924,Washington,2019,Porsche Panamera S E-Hybrid,423
